,name,make,model,type,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain,price_log
285,2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,New,2024,50349.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,37.0,Automatic,Preferred,SUV,4.0,Jet Black Mica,Black,All-wheel Drive,10.826734036976289
385,2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,New,2024,57849.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,4.0,Automatic,Premium Plus,SUV,4.0,Jet Black Mica,Black,All-wheel Drive,10.965591446387714
492,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,54949.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,8.0,Automatic,Premium,SUV,4.0,Gray,Black,All-wheel Drive,10.914160761304029
606,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,54939.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,3.0,Automatic,Premium,SUV,4.0,Rhodium,Greige,All-wheel Drive,10.913978757809058
662,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,54949.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,3.0,Automatic,Premium,SUV,4.0,Machine,Black,All-wheel Drive,10.914160761304029
738,2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,New,2024,50955.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,0.0,Automatic,Preferred,SUV,4.0,Machine,Black,All-wheel Drive,10.838698169262795
874,2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,New,2024,58049.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,4.0,Automatic,Premium Plus,SUV,4.0,Platinum,Black,All-wheel Drive,10.969042760448804
43,2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,New,2024,50915.0,16V GDI DOHC Hybrid,4.0,Hybrid,7.0,8-Speed Automatic,Preferred,SUV,4.0,Machine Gray Metallic,Black,All-wheel Drive,10.837912854605765
171,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,56079.0,16V GDI DOHC Hybrid,4.0,Hybrid,0.0,8-Speed Automatic,Premium,SUV,4.0,Rhodium White Metallic,Black,All-wheel Drive,10.934516689880441
288,2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,New,2024,50675.0,16V GDI DOHC Hybrid,4.0,Hybrid,0.0,8-Speed Automatic,Preferred,SUV,4.0,Rhodium White Metallic,Black,All-wheel Drive,10.8331879713202
401,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,55439.0,16V GDI DOHC Hybrid,4.0,Hybrid,0.0,8-Speed Automatic,Premium,SUV,4.0,Artisan Red Metallic,Black,All-wheel Drive,10.92303859618307
527,2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,New,2024,59205.0,16V GDI DOHC Hybrid,4.0,Hybrid,3.0,8-Speed Automatic,Premium Plus,SUV,4.0,Jet Black Mica,Black,All-wheel Drive,10.988761276765057
684,2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,New,2024,50595.0,16V GDI DOHC Hybrid,4.0,Hybrid,1.0,8-Speed Automatic,Preferred,SUV,4.0,Rhodium White Metallic,Black,All-wheel Drive,10.83160803616386
871,2024 Mazda CX-90 3.3 Turbo Premium Plus,Mazda,CX-90,New,2024,49900.0,24V GDI DOHC Turbo,6.0,Gasoline,0.0,8-Speed Automatic,3.3 Turbo Premium Plus,SUV,4.0,Machine Gray Metallic,Black,All-wheel Drive,10.81777628173961
888,2024 Mazda CX-90 3.3 Turbo S Premium,Mazda,CX-90,New,2024,54800.0,24V GDI DOHC Turbo,6.0,Gasoline,0.0,8-Speed Automatic,3.3 Turbo S Premium,SUV,4.0,Rhodium White Metallic,White,All-wheel Drive,10.911445472936107
109,2024 Honda CR-V Hybrid Sport Touring,Honda,CR-V Hybrid,New,2024,42005.0,16V GDI DOHC Hybrid,4.0,Hybrid,1.0,Automatic CVT,Sport Touring,SUV,4.0,Radiant Red Metallic,Black,All-wheel Drive,10.645543937798948
304,2024 Honda CR-V Hybrid Sport,Honda,CR-V Hybrid,New,2024,36900.0,16V GDI DOHC Hybrid,4.0,Hybrid,1.0,Automatic CVT,Sport,SUV,4.0,Lunar Silver Metallic,Black,All-wheel Drive,10.515966830028619
534,2024 Honda CR-V Hybrid Sport-L,Honda,CR-V Hybrid,New,2024,40355.0,16V GDI DOHC Hybrid,4.0,Hybrid,68.0,Automatic CVT,Sport-L,SUV,4.0,Platinum White Pearl,Black,All-wheel Drive,10.605470581758473
673,2024 Honda CR-V Hybrid Sport-L,Honda,CR-V Hybrid,New,2024,37505.0,16V GDI DOHC Hybrid,4.0,Hybrid,0.0,Automatic CVT,Sport-L,SUV,4.0,Platinum White Pearl,Black,Front-wheel Drive,10.532229536403737
257,2024 Honda CR-V Hybrid Sport-L,Honda,CR-V,New,2024,38855.0,"gasoline direct injection, DOHC, i-VTEC variable valve co",4.0,Hybrid,6.0,Automatic,Hybrid Sport-L,SUV,4.0,Still Night Pearl,Black,Front-wheel Drive,10.567592047643343
950,2024 Honda CR-V EX-L,Honda,CR-V,New,2024,37965.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,Automatic CVT,EX-L,SUV,4.0,Still Night Pearl,Black,All-wheel Drive,10.544419961647334
528,2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,New,2024,31390.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,13.0,Automatic,Big Bend,SUV,4.0,Carbonized Gray Metallic,Ebony,Four-wheel Drive,10.354244649836
647,2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,New,2024,31390.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,9.0,Automatic,Big Bend,SUV,4.0,Eruption Green Metallic,Bk,Four-wheel Drive,10.354244649836
854,2024 Ford Bronco Sport Free Wheeling,Ford,Bronco Sport,New,2024,35077.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,14.0,Automatic,Free Wheeling,SUV,4.0,Shadow Black,Ebony,Four-wheel Drive,10.465300924015038
189,2024 Ford Bronco Sport Outer Banks,Ford,Bronco Sport,New,2024,35210.0,oBoost,3.0,Gasoline,0.0,8-Speed Automatic,Outer Banks,SUV,4.0,Shadow Black,Ebony/Roast,Four-wheel Drive,10.469085412149099
433,2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,New,2024,30020.0,oBoost,3.0,Gasoline,0.0,8-Speed Automatic,Big Bend,SUV,4.0,Oxford White,Ebony,Four-wheel Drive,10.309619105187453
979,2024 Ford Bronco Sport Outer Banks,Ford,Bronco Sport,New,2024,35615.0,oBoost,3.0,Gasoline,0.0,8-Speed Automatic,Outer Banks,SUV,4.0,Cactus Gray,Navy Pier,Four-wheel Drive,10.480522176412455
870,2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,New,2024,35010.0,12V PDI DOHC Turbo,3.0,Gasoline,10.0,8-Speed Automatic,Big Bend,SUV,4.0,Hot Pepper Red Metallic Tinted Clearcoat,Ebony,Four-wheel Drive,10.463389013948712
473,2024 Ford Bronco Wildtrak,Ford,Bronco,New,2024,69035.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,9.0,10-Speed Automatic,Wildtrak,SUV,4.0,Azure Gray Metallic,Medium Sandstone,Four-wheel Drive,11.142368901350252
14,2024 Chevrolet Blazer EV 2LT,Chevrolet,Blazer EV,New,2024,51695.0,c,0.0,Electric,4.0,1-Speed Automatic,2LT,SUV,4.0,Sterling Gray Metallic,Black,All-wheel Drive,10.853116344020794
28,2024 Chevrolet Blazer EV 2LT,Chevrolet,Blazer EV,New,2024,52190.0,c,0.0,Electric,6.0,1-Speed Automatic,2LT,SUV,4.0,Radiant Red,Black,All-wheel Drive,10.862646184637459
252,2024 Chevrolet Blazer EV RS,Chevrolet,Blazer EV,New,2024,55090.0,c,0.0,Electric,9.0,1-Speed Automatic,RS,SUV,4.0,Radiant Red,Black,All-wheel Drive,10.916723490466762
38,2024 Chevrolet Blazer 3LT,Chevrolet,Blazer,New,2024,43727.0,24V GDI DOHC,6.0,Gasoline,9.0,9-Speed Automatic,3LT,SUV,4.0,Copper Bronze,Jet Black,All-wheel Drive,10.685721039263841
48,2024 Volkswagen Atlas Cross Sport 2.0T SEL,Volkswagen,Atlas Cross Sport,New,2024,51721.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,11.0,8-speed automatic,2.0T SEL,SUV,4.0,Silver Mist Metallic,Black,All-wheel Drive,10.853619167579001
202,2024 Volkswagen Atlas Cross Sport 2.0T SEL R-Line,Volkswagen,Atlas Cross Sport,New,2024,48541.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,8-Speed Automatic,2.0T SEL R-Line,SUV,4.0,Silver Bird Metallic,Mauro Brown,All-wheel Drive,10.790164080634103
61,2024 Volkswagen Atlas 2.0T Peak Edition SE w/Technology,Volkswagen,Atlas,New,2024,49166.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,2.0T Peak Edition SE w/Technology,SUV,4.0,Avocado Green,Titan Black,All-wheel Drive,10.80295760667994
138,2024 Nissan Altima 2.5 SV,Nissan,Altima,New,2024,31225.0,16V GDI DOHC,4.0,Gasoline,6.0,Automatic CVT,2.5 SV,Sedan,4.0,Black,Charcoal,Front-wheel Drive,10.348974334993779
170,2024 Mercedes-Benz AMG GLE 53 Base,Mercedes-Benz,AMG GLE 53,New,2024,90995.0,24V GDI DOHC Turbo,6.0,Gasoline,10.0,9-Speed Automatic,Base,SUV,4.0,Blue,Black,All-wheel Drive,11.418559838934508
961,2024 Mercedes-Benz AMG C 43 Base 4MATIC,Mercedes-Benz,AMG C 43,New,2024,73960.0,16V PDI DOHC Turbo,4.0,Gasoline,5.0,9-Speed Automatic,Base 4MATIC,Sedan,4.0,Obsidian Black Metallic,Black,All-wheel Drive,11.211279685501061
176,2024 Audi A5 Sportback S line Premium Plus,Audi,A5 Sportback,New,2024,56105.0,16V GDI DOHC Turbo,4.0,Gasoline,12.0,7-Speed Automatic with Auto-Shift,S line Premium Plus,Hatchback,4.0,Navarra Blue Metallic,Black,All-wheel Drive,10.934980214098967
694,2024 Audi A5 Sportback S line Premium,Audi,A5 Sportback,New,2024,52405.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,7-Speed Automatic with Auto-Shift,S line Premium,Hatchback,4.0,Glacier White Metallic,Black,All-wheel Drive,10.866757285604278
828,2024 Audi A5 Sportback S line Premium Plus,Audi,A5 Sportback,New,2024,57835.0,16V GDI DOHC Turbo,4.0,Gasoline,12.0,7-Speed Automatic with Auto-Shift,S line Premium Plus,Hatchback,4.0,Mythos Black Metallic,Okapi Brown,All-wheel Drive,10.965349407729502
658,2024 Audi A3 Premium,Audi,A3,New,2024,39375.0,16V GDI DOHC Turbo,4.0,Gasoline,76.0,7-Speed Automatic with Auto-Shift,Premium,Sedan,4.0,Florett Silver Metallic,Black,Front-wheel Drive,10.580886376127934
538,2024 BMW 740 i,BMW,740,New,2024,103045.0,24V GDI DOHC Turbo,6.0,Gasoline,19.0,8-Speed Automatic,i,Sedan,4.0,Black Sapphire Metallic,Black,Rear-wheel Drive,11.54292106500561
40,2024 RAM 3500 Tradesman,RAM,3500,New,2024,64670.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,15.0,Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Diesel Gray/Black,Four-wheel Drive,11.077052694440638
242,2024 RAM 3500 Laramie,RAM,3500,New,2024,86505.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,49.0,Automatic,Laramie,Pickup Truck,4.0,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,11.367957494717622
289,2024 RAM 3500 Tradesman,RAM,3500,New,2024,64516.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,14.0,Automatic,Tradesman,Pickup Truck,4.0,Granite Crystal Metallic Clearcoat,Black,Four-wheel Drive,11.074668534037073
421,2024 RAM 3500 Laramie,RAM,3500,New,2024,80095.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,20.0,Automatic,Laramie,Pickup Truck,4.0,Flame Red Clearcoat,Black,Four-wheel Drive,11.290968709135583
635,2024 RAM 3500 Tradesman,RAM,3500,New,2024,65260.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,15.0,Automatic,Tradesman,Pickup Truck,4.0,Granite Crystal Metallic Clearcoat,Black,Four-wheel Drive,11.086134570147312
861,2024 RAM 3500 Laramie,RAM,3500,New,2024,84701.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,15.0,Automatic,Laramie,Pickup Truck,4.0,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,11.346882686945893
869,2024 RAM 3500 Tradesman,RAM,3500,New,2024,63670.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,22.0,Automatic,Tradesman,Pickup Truck,4.0,Flame Red Clearcoat,Diesel Gray/Black,Four-wheel Drive,11.061468773011072
873,2024 RAM 3500 Laramie,RAM,3500,New,2024,93303.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,10.0,Automatic,Laramie,Pickup Truck,4.0,Granite Crystal Metallic Clearcoat,Black,Four-wheel Drive,11.44360754065933
899,2024 RAM 3500 Tradesman,RAM,3500,New,2024,64965.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,16.0,Automatic,Tradesman,Pickup Truck,4.0,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,Four-wheel Drive,11.081603942316837
901,2024 RAM 3500 Laramie,RAM,3500,New,2024,77085.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,16.0,Automatic,Laramie,Pickup Truck,4.0,Pearl White,Black,Four-wheel Drive,11.25266398809444
95,2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,New,2024,66334.0,"High Output 6.7L I-6 diesel direct injection, VVT interc",6.0,Diesel,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Bright White Clearcoat,Black Interior Color,Four-wheel Drive,11.102457865239273
203,2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,New,2024,81036.0,"High Output 6.7L I-6 diesel direct injection, VVT interc",6.0,Diesel,0.0,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,White,Black,Four-wheel Drive,11.302648779362842
303,2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,New,2024,67237.0,"High Output 6.7L I-6 diesel direct injection, VVT interc",6.0,Diesel,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Granite Crystal Metallic Clearcoat,Black Interior Color,Four-wheel Drive,11.115978970227394
705,2024 RAM 3500 Big Horn,RAM,3500,New,2024,78895.0,"<dt>VIN</dt>
     3C63R3HLXRG198198",6.0,Diesel,7.0,Aisin 6-Speed Automatic,Big Horn,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.27587313346977
201,2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,New,2024,83940.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,6.0,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Patriot Blue Pearlcoat,Black,Four-wheel Drive,11.337857536887581
205,2024 RAM 3500 Tradesman/SLT/Laramie/Limited,RAM,3500,New,2024,67562.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,13.0,Automatic,Tradesman/SLT/Laramie/Limited,Pickup Truck,4.0,White,Black Interior Color,Four-wheel Drive,11.120800973799138
208,2024 RAM 3500 Laramie Mega Cab 4x4 6'4' Box,RAM,3500,New,2024,89040.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,5.0,Aisin 6-Speed Automatic,Laramie Mega Cab 4x4 6&#39;4&#39; Box,Pickup Truck,4.0,Pearl White,Black,Four-wheel Drive,11.396840985949426
482,2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,New,2024,64214.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Bright White Clearcoat,Black Interior Color,Four-wheel Drive,11.069976534440391
483,2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,New,2024,82523.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,8.0,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,11.32083232134744
713,2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,New,2024,63518.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,24.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Granite Crystal Metallic Clearcoat,Black Interior Color,Four-wheel Drive,11.059078609279222
727,2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,New,2024,83640.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,6.0,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Red,Black,Four-wheel Drive,11.334277153542569
797,2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,New,2024,64111.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Black,Black Interior Color,Four-wheel Drive,11.068371235050263
965,2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,New,2024,80927.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,11.0,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,White,Black,Four-wheel Drive,11.301302792730635
4,2024 RAM 3500 Laramie,RAM,3500,New,2024,81663.0,24V DDI OHV Turbo Diesel,6.0,Diesel,10.0,6-Speed Automatic,Laramie,Pickup Truck,4.0,Silver,Black,Four-wheel Drive,11.310356301891627
78,2024 RAM 3500 Tradesman,RAM,3500,New,2024,63223.0,24V DDI OHV Turbo Diesel,6.0,Diesel,13.0,Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.054423437981287
90,2024 RAM 3500 Tradesman,RAM,3500,New,2024,58930.0,24V DDI OHV Turbo Diesel,6.0,Diesel,13.0,6-Speed Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.98410557783196
97,2024 RAM 3500 Laramie,RAM,3500,New,2024,89555.0,24V DDI OHV Turbo Diesel,6.0,Diesel,12.0,Automatic,Laramie,Pickup Truck,4.0,Pearl White,Black,Four-wheel Drive,11.402608240659358
98,2024 RAM 3500 Tradesman,RAM,3500,New,2024,65315.0,24V DDI OHV Turbo Diesel,6.0,Diesel,9.0,6-Speed Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.086976997920663
299,2024 RAM 3500 Big Horn,RAM,3500,New,2024,65774.0,24V DDI OHV Turbo Diesel,6.0,Diesel,13.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,11.093979902448186
336,2024 RAM 3500 Big Horn,RAM,3500,New,2024,69697.0,24V DDI OHV Turbo Diesel,6.0,Diesel,2.0,Automatic,Big Horn,Pickup Truck,4.0,White,Black / Diesel Gray,Four-wheel Drive,11.151912554215412
363,2024 RAM 3500 Big Horn,RAM,3500,New,2024,71167.0,24V DDI OHV Turbo Diesel,6.0,Diesel,9.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.172784506812487
509,2024 RAM 3500 Laramie,RAM,3500,New,2024,84860.0,24V DDI OHV Turbo Diesel,6.0,Diesel,6.0,6-Speed Automatic,Laramie,Pickup Truck,4.0,Pearl White,Black,Four-wheel Drive,11.348758118756315
541,2024 RAM 3500 Big Horn,RAM,3500,New,2024,67504.0,24V DDI OHV Turbo Diesel,6.0,Diesel,23.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Diamond Black,Black,Four-wheel Drive,11.11994213436412
619,2024 RAM 3500 Tradesman,RAM,3500,New,2024,61330.0,24V DDI OHV Turbo Diesel,6.0,Diesel,6.0,6-Speed Automatic,Tradesman,Pickup Truck,2.0,Flame Red Clearcoat,Black,Four-wheel Drive,11.02402439862003
639,2024 RAM 3500 Laramie,RAM,3500,New,2024,72294.0,24V DDI OHV Turbo Diesel,6.0,Diesel,33.0,Automatic,Laramie,Pickup Truck,4.0,Diamond Black,Black,Four-wheel Drive,11.188496417151331
666,2024 RAM 3500 Big Horn,RAM,3500,New,2024,76300.0,24V DDI OHV Turbo Diesel,6.0,Diesel,6.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Diamond Black,Black,Four-wheel Drive,11.242428217272549
695,2024 RAM 3500 Big Horn,RAM,3500,New,2024,67159.0,24V DDI OHV Turbo Diesel,6.0,Diesel,21.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.114818221265256
700,2024 RAM 3500 Big Horn,RAM,3500,New,2024,72600.0,24V DDI OHV Turbo Diesel,6.0,Diesel,6.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.192720200812888
714,2024 RAM 3500 Laramie,RAM,3500,New,2024,79934.0,24V DDI OHV Turbo Diesel,6.0,Diesel,22.0,Automatic,Laramie,Pickup Truck,4.0,Pearl White,Black,Four-wheel Drive,11.28895657315623
746,2024 RAM 3500 Tradesman,RAM,3500,New,2024,68600.0,24V DDI OHV Turbo Diesel,6.0,Diesel,0.0,6-Speed Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black / Diesel Gray,Four-wheel Drive,11.136047813713976
789,2024 RAM 3500 Tradesman,RAM,3500,New,2024,58950.0,24V DDI OHV Turbo Diesel,6.0,Diesel,12.0,6-Speed Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.984444905965518
830,2024 RAM 3500 Tradesman,RAM,3500,New,2024,63609.0,24V DDI OHV Turbo Diesel,6.0,Diesel,13.0,Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.06051024875066
832,2024 RAM 3500 Laramie,RAM,3500,New,2024,86420.0,24V DDI OHV Turbo Diesel,6.0,Diesel,10.0,Automatic,Laramie,Pickup Truck,4.0,Pearl White,Black,Four-wheel Drive,11.366974409485923
838,2024 RAM 3500 Big Horn,RAM,3500,New,2024,67422.0,24V DDI OHV Turbo Diesel,6.0,Diesel,27.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,11.118726653135957
865,2024 RAM 3500 Tradesman,RAM,3500,New,2024,60925.0,24V DDI OHV Turbo Diesel,6.0,Diesel,10.0,Automatic,Tradesman,Pickup Truck,4.0,Delmonico Red Pearlcoat,Black,Four-wheel Drive,11.017398878493408
417,2024 RAM 3500 Tradesman,RAM,3500,New,2024,67504.0,16V MPFI OHV,8.0,Gasoline,98.0,8-Speed Automatic,Tradesman,Pickup Truck,2.0,Bright White Clearcoat,Black,Four-wheel Drive,11.11994213436412
314,2024 RAM 2500 Longhorn,RAM,2500,New,2024,83374.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,5.0,Automatic,Longhorn,Pickup Truck,4.0,Diamond Black Crystal Pearlcoat,Lt Mountain Brown/Brown,Four-wheel Drive,11.331091789142997
510,2024 RAM 2500 Tradesman,RAM,2500,New,2024,71846.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,5.0,Automatic,Tradesman,Pickup Truck,4.0,Diamond Black Crystal Pearlcoat,Black,Four-wheel Drive,11.182280218419526
532,2024 RAM 2500 Power Wagon,RAM,2500,New,2024,74990.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,15.0,Automatic,Power Wagon,Pickup Truck,4.0,Olive Green Pearlcoat,Black,Four-wheel Drive,11.225110050295434
652,2024 RAM 2500 Tradesman 4x4 Crew Cab 8 Box,RAM,2500,New,2024,61481.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,15.0,6-Speed A/T,Tradesman 4x4 Crew Cab 8 Box,Pickup Truck,4.0,Bright White Clearcoat,Diesel Gray/Black,Four-wheel Drive,11.02648346297243
921,2024 RAM 2500 Tradesman Regular Cab 4x4 8' Box,RAM,2500,New,2024,53750.0,"4L V-8 VVT variable valve control, regular unleaded, engi",8.0,Gasoline,0.0,Automatic,Tradesman Regular Cab 4x4 8&#39; Box,Pickup Truck,2.0,Bright White Clearcoat,Diesel Gray/Black,Four-wheel Drive,10.89209894598991
268,2024 RAM 2500 Laramie,RAM,2500,New,2024,79675.0,24V DDI OHV Turbo Diesel,6.0,Diesel,17.0,6-Speed Automatic,Laramie,Pickup Truck,4.0,Pearl White,Black,Four-wheel Drive,11.285711139285537
271,2024 RAM 2500 Laramie,RAM,2500,New,2024,67125.0,24V DDI OHV Turbo Diesel,6.0,Diesel,5.0,6-Speed Automatic,Laramie,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.114311831811166
996,2024 RAM 2500 Tradesman,RAM,2500,New,2024,69315.0,24V DDI OHV Turbo Diesel,6.0,Diesel,0.0,Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.146416611972477
29,2024 RAM 2500 Tradesman,RAM,2500,New,2024,58855.0,16V MPFI OHV,8.0,Gasoline,0.0,Automatic,Tradesman,Pickup Truck,4.0,Granite,Black,Four-wheel Drive,10.98283207084658
259,2024 RAM 2500 Big Horn,RAM,2500,New,2024,65350.0,16V MPFI OHV,8.0,Gasoline,0.0,8-Speed Automatic,Big Horn,Pickup Truck,4.0,Patriot Blue Pearlcoat,Black,Four-wheel Drive,11.087512719052368
455,2024 RAM 2500 Tradesman,RAM,2500,New,2024,61865.0,16V MPFI OHV,8.0,Gasoline,0.0,8-Speed Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,11.032709870648077
497,2024 RAM 2500 Tradesman,RAM,2500,New,2024,46670.0,16V MPFI OHV,8.0,Gasoline,5.0,8-Speed Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.75085683894386
730,2024 RAM 2500 Big Horn,RAM,2500,New,2024,69720.0,16V MPFI OHV,8.0,Gasoline,0.0,8-Speed Automatic,Big Horn,Pickup Truck,4.0,Diamond Black,Black,Four-wheel Drive,11.152242499633957
762,2024 RAM 2500 Tradesman,RAM,2500,New,2024,59620.0,16V MPFI OHV,8.0,Gasoline,0.0,Automatic,Tradesman,Pickup Truck,4.0,Diamond Black,Black,Four-wheel Drive,10.995746367232062
833,2024 RAM 2500 Big Horn,RAM,2500,New,2024,77525.0,16V MPFI OHV,8.0,Gasoline,0.0,8-Speed Automatic,Big Horn,Pickup Truck,4.0,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,11.25835574396865
