,name,make,model,type,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain,price_log
152,2024 RAM ProMaster 3500 High Roof,RAM,ProMaster 3500,New,2024,53099.0,24V MPFI DOHC,6.0,Gasoline,30.0,9-Speed Automatic,High Roof,Cargo Van,3.0,Bright White Clearcoat,Black,Front-wheel Drive,10.879913374660985
600,2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,New,2024,67749.0,24V MPFI DOHC,6.0,Gasoline,181.0,9-Speed Automatic,Base,Cargo Van,3.0,Bright White Clearcoat,Black,Front-wheel Drive,11.123564978485414
633,2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,New,2024,68095.0,24V MPFI DOHC,6.0,Gasoline,186.0,9-Speed Automatic,Base,Cargo Van,3.0,Bright White Clearcoat,Black,Front-wheel Drive,11.128659068003058
667,2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,New,2024,68095.0,24V MPFI DOHC,6.0,Gasoline,188.0,9-Speed Automatic,Base,Cargo Van,3.0,Bright White Clearcoat,Black,Front-wheel Drive,11.128659068003058
132,2024 RAM ProMaster 2500 High Roof,RAM,ProMaster 2500,New,2024,53272.0,24V MPFI DOHC,6.0,Gasoline,1.0,9-Speed Automatic,High Roof,Cargo Van,3.0,Bright White Clearcoat,Black,Front-wheel Drive,10.883166143790458
267,2024 RAM ProMaster 2500 High Roof,RAM,ProMaster 2500,New,2024,53445.0,24V MPFI DOHC,6.0,Gasoline,6.0,9-Speed Automatic,High Roof,Cargo Van,3.0,Bright Silver Clearcoat Metallic,Black,Front-wheel Drive,10.886408366708046
389,2024 RAM ProMaster 2500 High Roof,RAM,ProMaster 2500,New,2024,53890.0,24V MPFI DOHC,6.0,Gasoline,3.0,9-Speed Automatic,High Roof,Cargo Van,3.0,Bright White Clearcoat,Black,Front-wheel Drive,10.894700210927542
935,2024 RAM ProMaster 1500 Low Roof,RAM,ProMaster 1500,New,2024,51380.0,24V MPFI DOHC,6.0,Gasoline,10.0,9-Speed Automatic,Low Roof,Cargo Van,3.0,Bright White Clearcoat,Black,Front-wheel Drive,10.847004270663875
984,2024 RAM ProMaster 1500 Low Roof,RAM,ProMaster 1500,New,2024,48822.0,24V MPFI DOHC,6.0,Gasoline,12.0,9-Speed Automatic,Low Roof,Cargo Van,3.0,Bright White Clearcoat,Black,Front-wheel Drive,10.795936309924713
804,2024 Nissan Pathfinder SL 4WD,Nissan,Pathfinder,New,2024,42155.0,"6 gasoline direct injection, DOHC, variable valve control",6.0,Gasoline,6.0,Automatic,SL 4WD,SUV,4.0,Deep Ocean Blue Pearl,Charcoal,Four-wheel Drive,10.649108580356776
566,2024 Honda Passport TrailSport,Honda,Passport,New,2024,44850.0,24V GDI SOHC,6.0,Gasoline,3.0,9-Speed Automatic,TrailSport,SUV,4.0,Sky,Black,All-wheel Drive,10.711078867486941
815,2024 Honda Passport TrailSport,Honda,Passport,New,2024,46350.0,24V GDI SOHC,6.0,Gasoline,0.0,9-Speed Automatic,TrailSport,SUV,4.0,Sky,Black,All-wheel Drive,10.743976570994
529,2024 Hyundai Palisade SEL,Hyundai,Palisade,New,2024,46905.0,24V GDI DOHC,6.0,Gasoline,25.0,8-Speed Automatic,SEL,SUV,4.0,Steel / Graphite,Gray / Black,All-wheel Drive,10.755879558560052
543,2024 Hyundai Palisade SEL,Hyundai,Palisade,New,2024,47100.0,24V GDI DOHC,6.0,Gasoline,26.0,8-Speed Automatic,SEL,SUV,4.0,Hyper White,Black,All-wheel Drive,10.760028280004509
135,2024 Chrysler Pacifica Hybrid Select,Chrysler,Pacifica Hybrid,New,2024,60600.0,24V MPFI DOHC Hybrid,6.0,Hybrid,10.0,Automatic CVT,Select,Passenger Van,4.0,Bright White Clearcoat,Black,Front-wheel Drive,11.012050172057405
27,2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,New,2024,48705.0,24V MPFI DOHC,6.0,Gasoline,8.0,9-Speed Automatic,Touring-L,Passenger Van,4.0,Diamond Black,Black,All-wheel Drive,10.793536973205056
442,2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,New,2024,46450.0,24V MPFI DOHC,6.0,Gasoline,42.0,9-Speed Automatic,Touring-L,Passenger Van,4.0,Bright White Clearcoat,Black,All-wheel Drive,10.746131744241984
503,2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,New,2024,46163.0,24V MPFI DOHC,6.0,Gasoline,8.0,9-Speed Automatic,Touring-L,Passenger Van,4.0,Bright White Clearcoat,Black,Front-wheel Drive,10.739933890404625
648,2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,New,2024,54403.0,24V MPFI DOHC,6.0,Gasoline,14.0,9-Speed Automatic,Touring-L,Passenger Van,4.0,Diamond Black,Black,All-wheel Drive,10.904174578382314
691,2024 Chrysler Pacifica Limited,Chrysler,Pacifica,New,2024,55183.0,24V MPFI DOHC,6.0,Gasoline,13.0,9-Speed Automatic,Limited,Passenger Van,4.0,Bright White Clearcoat,Black,All-wheel Drive,10.918410213817882
47,2024 Subaru Outback Wilderness,Subaru,Outback,New,2024,44354.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,Automatic CVT,Wilderness,SUV,4.0,Magnetite,Gray,All-wheel Drive,10.699958175327975
476,2024 Subaru Outback Wilderness,Subaru,Outback,New,2024,44354.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,Automatic CVT,Wilderness,SUV,4.0,Autumn Green,Gray,All-wheel Drive,10.699958175327975
801,2024 Subaru Outback Premium,Subaru,Outback,New,2024,32490.0,16V GDI DOHC,4.0,Gasoline,8.0,Automatic CVT,Premium,SUV,4.0,Crystal White Pearl,Black,All-wheel Drive,10.388687628663146
922,2024 Subaru Outback Limited,Subaru,Outback,New,2024,39822.0,16V GDI DOHC,4.0,Gasoline,8.0,Automatic CVT,Limited,SUV,4.0,Crystal White Pearl,Black,All-wheel Drive,10.59217480237398
422,2024 Honda Odyssey Touring,Honda,Odyssey,New,2024,44350.0,"6 gasoline direct injection, i-VTEC variable valve contro",6.0,Gasoline,0.0,Automatic,Touring,Passenger Van,4.0,Platinum White Pearl,Black,Front-wheel Drive,10.699867987737726
313,2024 Honda Odyssey Elite,Honda,Odyssey,New,2024,48364.0,24V GDI SOHC,6.0,Gasoline,4.0,10-Speed Automatic,Elite,Passenger Van,4.0,Lunar Silver Metallic,Gray,Front-wheel Drive,10.786511014294137
357,2024 Honda Odyssey Elite,Honda,Odyssey,New,2024,48187.0,24V GDI SOHC,6.0,Gasoline,4.0,10-Speed Automatic,Elite,Passenger Van,4.0,Radiant Red Metallic II,Beige,Front-wheel Drive,10.782844554116963
589,2024 Honda Odyssey EX-L,Honda,Odyssey,New,2024,41705.0,24V GDI SOHC,6.0,Gasoline,4.0,10-Speed Automatic,EX-L,Passenger Van,4.0,Lunar Silver Metallic,Gray,Front-wheel Drive,10.638376304675711
382,2024 Kia Niro Touring,Kia,Niro,New,2024,34310.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,13.0,6-SPEED AUTOMATIC,Touring,SUV,4.0,Aurora Black,Medium Gray,Front-wheel Drive,10.443192135852495
475,2024 Kia Niro EX,Kia,Niro,New,2024,31860.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,17.0,A/T,EX,SUV,4.0,Snow White Pearl,Medium Gray,Front-wheel Drive,10.36910658346404
702,2024 Kia Niro EX,Kia,Niro,New,2024,30935.0,16V GDI DOHC Hybrid,4.0,Hybrid,11.0,6-Speed Automatic,EX,SUV,4.0,Snow White Pearl,Charcoal,Front-wheel Drive,10.33964350796509
177,2024 Lincoln Nautilus Reserve,Lincoln,Nautilus,New,2024,64370.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,8-Speed Automatic,Reserve,SUV,4.0,Gray Metallic,Black Onyx,All-wheel Drive,11.072402965046662
35,2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,New,2024,47790.0,c,0.0,Electric,5.0,1-Speed Automatic,Premium,SUV,4.0,Vapor Blue,Black,All-wheel Drive,10.774571691572204
210,2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,New,2024,46920.0,c,0.0,Electric,10.0,1-Speed Automatic,Premium,SUV,4.0,Shadow Black,Black Onyx,All-wheel Drive,10.756199302767412
337,2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,New,2024,49285.0,c,0.0,Electric,5.0,1-Speed Automatic,Premium,SUV,4.0,Green,Black,All-wheel Drive,10.805375054099539
480,2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,New,2024,49770.0,c,0.0,Electric,10.0,1-Speed Automatic,Premium,SUV,4.0,Blue,Black,All-wheel Drive,10.815167671852599
495,2024 Ford Mustang Mach-E Select,Ford,Mustang Mach-E,New,2024,45780.0,c,0.0,Electric,10.0,1-Speed Automatic,Select,SUV,4.0,Vapor Blue Metallic,Black Onyx,All-wheel Drive,10.731602593506558
512,2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,New,2024,51785.0,c,0.0,Electric,12.0,1-Speed Automatic,Premium,SUV,4.0,Star White,Black,All-wheel Drive,10.85485581102298
554,2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,New,2024,52180.0,c,0.0,Electric,25.0,1-Speed Automatic,Premium,SUV,4.0,Glacier Gray,Black,All-wheel Drive,10.86245455869072
582,2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,New,2024,46920.0,c,0.0,Electric,10.0,1-Speed Automatic,Premium,SUV,4.0,Green,Black,All-wheel Drive,10.756199302767412
613,2024 Ford Mustang Mach-E Select,Ford,Mustang Mach-E,New,2024,49785.0,c,0.0,Electric,5.0,1-Speed Automatic,Select,SUV,4.0,Glacier Gray,Black,All-wheel Drive,10.815469012822184
752,2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,New,2024,55485.0,c,0.0,Electric,3.0,1-Speed Automatic,Premium,SUV,4.0,Star White,Gray,All-wheel Drive,10.923867992934664
1000,2024 Nissan Murano SV Intelligent AWD,Nissan,Murano,New,2024,43495.0,"6 DOHC, variable valve control, regular unleaded, engine",6.0,Gasoline,6.0,Automatic,SV Intelligent AWD,SUV,4.0,Pearl White Tricoat,Graphite,All-wheel Drive,10.680401267941642
16,2024 Nissan Murano Platinum,Nissan,Murano,New,2024,48000.0,24V MPFI DOHC,6.0,Gasoline,87.0,Automatic CVT,Platinum,SUV,4.0,Deep Ocean Blue,Beige,All-wheel Drive,10.778956289890028
30,2024 Nissan Murano SV,Nissan,Murano,New,2024,39867.0,24V MPFI DOHC,6.0,Gasoline,2.0,Automatic CVT,SV,SUV,4.0,White,Graphite,Front-wheel Drive,10.593304192999618
80,2024 Nissan Murano Platinum,Nissan,Murano,New,2024,46000.0,24V MPFI DOHC,6.0,Gasoline,5.0,Automatic CVT,Platinum,SUV,4.0,Deep Ocean Blue,Beige,All-wheel Drive,10.736396675471232
917,2024 Nissan Murano SL,Nissan,Murano,New,2024,46510.0,24V MPFI DOHC,6.0,Gasoline,6.0,Automatic CVT,SL,SUV,4.0,Scarlet Ember,Graphite,All-wheel Drive,10.747422622218142
771,2024 Ford Maverick Lariat,Ford,Maverick,New,2024,41045.0,16V GDI DOHC Turbo,4.0,Gasoline,4.0,8-Speed Automatic,Lariat,Pickup Truck,4.0,Cactus Green / Gray,Black,All-wheel Drive,10.622424304782367
968,2024 Ford Maverick XLT,Ford,Maverick,New,2024,36550.0,16V GDI DOHC Turbo,4.0,Gasoline,4.0,8-Speed Automatic,XLT,Pickup Truck,4.0,Carbonized Gray Metallic,Black Onyx,All-wheel Drive,10.506436465177925
44,2024 Acura MDX Advance,Acura,MDX,New,2024,65595.0,24V GDI SOHC,6.0,Gasoline,16.0,10-Speed Automatic,Advance,SUV,4.0,Gray,Black,All-wheel Drive,11.09125475251513
71,2024 Acura MDX Base,Acura,MDX,New,2024,51645.0,24V GDI SOHC,6.0,Gasoline,5.0,10-Speed Automatic,Base,SUV,4.0,Black,Black,Front-wheel Drive,10.852148664440733
77,2024 Acura MDX Base,Acura,MDX,New,2024,51645.0,24V GDI SOHC,6.0,Gasoline,5.0,10-Speed Automatic,Base,SUV,4.0,White,Black,Front-wheel Drive,10.852148664440733
161,2024 Acura MDX Technology,Acura,MDX,New,2024,56155.0,24V GDI SOHC,6.0,Gasoline,3.0,10-Speed Automatic,Technology,SUV,4.0,White,Black,All-wheel Drive,10.935871003397137
245,2024 Acura MDX Base,Acura,MDX,New,2024,52950.0,24V GDI SOHC,6.0,Gasoline,3.0,10-Speed Automatic,Base,SUV,4.0,Gray,Black,All-wheel Drive,10.877103351029552
286,2024 Acura MDX Technology,Acura,MDX,New,2024,56345.0,24V GDI SOHC,6.0,Gasoline,5.0,10-Speed Automatic,Technology,SUV,4.0,Gray,Black,Front-wheel Drive,10.93924878438645
407,2024 Acura MDX Technology,Acura,MDX,New,2024,57650.0,24V GDI SOHC,6.0,Gasoline,5.0,10-Speed Automatic,Technology,SUV,4.0,Gray,Black,All-wheel Drive,10.962145525697204
414,2024 Acura MDX Technology,Acura,MDX,New,2024,56800.0,24V GDI SOHC,6.0,Gasoline,5.0,10-Speed Automatic,Technology,SUV,4.0,Gray,Black,Front-wheel Drive,10.947291604709243
478,2024 Acura MDX Technology,Acura,MDX,New,2024,56800.0,24V GDI SOHC,6.0,Gasoline,5.0,10-Speed Automatic,Technology,SUV,4.0,Black,Black,Front-wheel Drive,10.947291604709243
675,2024 Acura MDX Base,Acura,MDX,New,2024,53700.0,24V GDI SOHC,6.0,Gasoline,5.0,10-Speed Automatic,Base,SUV,4.0,Silver,Black,All-wheel Drive,10.891168280496956
812,2024 Acura MDX Base,Acura,MDX,New,2024,52350.0,24V GDI SOHC,6.0,Gasoline,16.0,10-Speed Automatic,Base,SUV,4.0,Silver,Black,All-wheel Drive,10.865707216298683
298,2024 BMW M235 Gran Coupe i xDrive,BMW,M235 Gran Coupe,New,2024,54545.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,8-Speed Automatic,i xDrive,Sedan,4.0,Black Sapphire Metallic,Black,All-wheel Drive,10.906781328031856
279,2024 Subaru Legacy Premium,Subaru,Legacy,New,2024,31042.0,16V GDI DOHC,4.0,Gasoline,5.0,Automatic CVT,Premium,Sedan,4.0,Ice Silver Metallic,Gray,All-wheel Drive,10.34309640521113
743,2024 Cadillac LYRIQ Sport w/1SJ,Cadillac,LYRIQ,New,2024,75090.0,c Motor,0.0,Electric,9.0,Automatic,Sport w/1SJ,SUV,4.0,Celestial Metallic,Noir w/Santorini Blue Accents,Rear-wheel Drive,11.22644267309393
681,2024 Cadillac LYRIQ Luxury,Cadillac,LYRIQ,New,2024,60115.0,c,0.0,Electric,1.0,1-Speed Automatic,Luxury,SUV,4.0,Emerald,Black,Rear-wheel Drive,11.00401467340901
839,2024 Cadillac LYRIQ Luxury,Cadillac,LYRIQ,New,2024,60310.0,c,0.0,Electric,4.0,1-Speed Automatic,Luxury,SUV,4.0,Crystal White Tri-Coat,Black,All-wheel Drive,11.007253206445032
866,2024 Cadillac LYRIQ Luxury,Cadillac,LYRIQ,New,2024,73110.0,c,0.0,Electric,19.0,1-Speed Automatic,Luxury,SUV,4.0,Emerald,Gray,All-wheel Drive,11.199720435287361
620,2024 Hyundai Kona SEL,Hyundai,Kona,New,2024,32009.0,16V MPFI DOHC,4.0,Gasoline,1.0,Automatic CVT,SEL,SUV,4.0,Atlas,Black,All-wheel Drive,10.373772392238497
711,2024 Hyundai Kona SEL,Hyundai,Kona,New,2024,29182.0,16V MPFI DOHC,4.0,Gasoline,0.0,Automatic CVT,SEL,SUV,4.0,Cyber Gray Metallic,Black,Front-wheel Drive,10.281307359823968
768,2024 Hyundai Kona SEL,Hyundai,Kona,New,2024,29111.0,16V MPFI DOHC,4.0,Gasoline,11.0,Automatic CVT,SEL,SUV,4.0,Mirage,Gray,Front-wheel Drive,10.278871388605838
974,2024 Hyundai Kona SE,Hyundai,Kona,New,2024,27555.0,16V MPFI DOHC,4.0,Gasoline,0.0,Automatic CVT,SE,SUV,4.0,Orange Pearl,Black,All-wheel Drive,10.223939286317336
641,2024 Hyundai Kona Limited,Hyundai,Kona,New,2024,30829.0,16V GDI DOHC Turbo,4.0,Gasoline,15.0,8-Speed Automatic,Limited,SUV,4.0,Abyss Black Pearl,Black,Front-wheel Drive,10.336211084415119
671,2024 Hyundai Kona Limited,Hyundai,Kona,New,2024,33840.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,8-Speed Automatic,Limited,SUV,4.0,Orange Pearl,Black,All-wheel Drive,10.429398813720159
723,2024 Hyundai Kona N Line,Hyundai,Kona,New,2024,33491.0,16V GDI DOHC Turbo,4.0,Gasoline,12.0,8-Speed Automatic,N Line,SUV,4.0,Abyss Black Pearl,Black,All-wheel Drive,10.419032025002059
732,2024 Hyundai Kona Limited,Hyundai,Kona,New,2024,35389.0,16V GDI DOHC Turbo,4.0,Gasoline,1.0,8-Speed Automatic,Limited,SUV,4.0,Cyber Gray Metallic,Gray,All-wheel Drive,10.474156316370632
782,2024 Hyundai Kona Limited,Hyundai,Kona,New,2024,33969.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Limited,SUV,4.0,Red Metallic,Gray,Front-wheel Drive,10.43320362298215
880,2024 Hyundai Kona Limited,Hyundai,Kona,New,2024,32491.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,8-Speed Automatic,Limited,SUV,4.0,Abyss Black Pearl,Black,Front-wheel Drive,10.38871840689063
69,2024 Nissan Kicks SV,Nissan,Kicks,New,2024,24500.0,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4.0,Gasoline,10.0,CVT,SV,SUV,4.0,Aspen White Tricoat,Charcoal,Front-wheel Drive,10.106428396532818
226,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,26600.0,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4.0,Gasoline,15.0,CVT,SR,SUV,4.0,Scarlet Ember Tintcoat,Charcoal,Front-wheel Drive,10.188666494769791
341,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,27400.0,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4.0,Gasoline,15.0,CVT,SR,SUV,4.0,Aspen White Tricoat/Super Black,Charcoal,Front-wheel Drive,10.218298292376161
438,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,26500.0,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4.0,Gasoline,15.0,CVT,SR,SUV,4.0,Scarlet Ember Tintcoat,Charcoal,Front-wheel Drive,10.184900011974314
546,2024 Nissan Kicks SV,Nissan,Kicks,New,2024,24600.0,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4.0,Gasoline,15.0,CVT,SV,SUV,4.0,Aspen White Tricoat/Super Black,Charcoal,Front-wheel Drive,10.110501721920453
669,2024 Nissan Kicks S,Nissan,Kicks,New,2024,24305.0,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4.0,Gasoline,15.0,CVT,S,SUV,4.0,Gun Metallic,Charcoal,Front-wheel Drive,10.098437369479555
712,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,21123.0,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4.0,Gasoline,6.0,CVT with Xtronic,SR,SUV,4.0,Electric Blue Metallic,Charcoal,Front-wheel Drive,9.958117773187244
939,2024 Nissan Kicks SV,Nissan,Kicks,New,2024,24979.0,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4.0,Gasoline,5.0,CVT with Xtronic,SV,SUV,4.0,Scarlet Ember Tintcoat/Super Black,Charcoal,Front-wheel Drive,10.125790750852646
626,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,25410.0,16V MPFI DOHC,4.0,Gasoline,12.0,Automatic CVT,SR,SUV,4.0,Boulder Gray Metallic,Charcoal,Front-wheel Drive,10.142898076314209
848,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,24105.0,16V MPFI DOHC,4.0,Gasoline,12.0,Automatic CVT,SR,SUV,4.0,Electric Blue Metallic,Charcoal,Front-wheel Drive,10.090174566839723
903,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,26335.0,16V MPFI DOHC,4.0,Gasoline,12.0,Automatic CVT,SR,SUV,4.0,Boulder Gray Metallic,Charcoal,Front-wheel Drive,10.17865413191749
958,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,24430.0,16V MPFI DOHC,4.0,Gasoline,12.0,Automatic CVT,SR,SUV,4.0,Electric Blue Metallic,Charcoal,Front-wheel Drive,10.103567164251785
959,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,24430.0,16V MPFI DOHC,4.0,Gasoline,12.0,Automatic CVT,SR,SUV,4.0,Super Black,Charcoal,Front-wheel Drive,10.103567164251785
960,2024 Nissan Kicks SR,Nissan,Kicks,New,2024,25080.0,16V MPFI DOHC,4.0,Gasoline,12.0,Automatic CVT,SR,SUV,4.0,Aspen White / Super Black,Charcoal,Front-wheel Drive,10.129825994746858
19,2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,New,2024,24348.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,13.0,8-Speed Automatic with Tiptronic,1.4T S,Sedan,4.0,Pyrite Silver Metallic,Titan Black,Front-wheel Drive,10.100204989613815
34,2024 Volkswagen Jetta 1.4T SE,Volkswagen,Jetta,New,2024,27175.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,5.0,8-Speed Automatic with Tiptronic,1.4T SE,Sedan,4.0,Pyrite Silver Metallic,Titan Black,Front-wheel Drive,10.21005271198941
51,2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,New,2024,24348.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,6.0,8-Speed Automatic with Tiptronic,1.4T S,Sedan,4.0,Pure White,Titan Black,Front-wheel Drive,10.100204989613815
294,2024 Volkswagen Jetta 1.4T SE,Volkswagen,Jetta,New,2024,26104.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,9.0,8-Speed Automatic with Tiptronic,1.4T SE,Sedan,4.0,Pyrite Silver Metallic,Titan Black,Front-wheel Drive,10.169843838273156
321,2024 Volkswagen Jetta 1.4T SE,Volkswagen,Jetta,New,2024,27554.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,7.0,8-Speed Automatic with Tiptronic,1.4T SE,Sedan,4.0,Opal White Pearl,Titan Black,Front-wheel Drive,10.223902994604545
552,2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,New,2024,23160.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,7.0,8-Speed Automatic with Tiptronic,1.4T S,Sedan,4.0,Deep Black Pearl,Titan Black,Front-wheel Drive,10.050181931686932
631,2024 Volkswagen Jetta 1.4T SEL,Volkswagen,Jetta,New,2024,29895.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,10.0,8-Speed Automatic with Tiptronic,1.4T SEL,Sedan,4.0,Deep Black Pearl,Titan Black,Front-wheel Drive,10.305446521315005
634,2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,New,2024,24348.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,7.0,8-Speed Automatic with Tiptronic,1.4T S,Sedan,4.0,Pure White,Titan Black,Front-wheel Drive,10.100204989613815
773,2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,New,2024,23160.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,13.0,8-Speed Automatic with Tiptronic,1.4T S,Sedan,4.0,Pure White,Titan Black,Front-wheel Drive,10.050181931686932
326,2024 Volkswagen Jetta 1.5T SE,Volkswagen,Jetta,New,2024,26329.0,16V GDI DOHC Turbo,4.0,Gasoline,25.0,8-Speed Automatic,1.5T SE,Sedan,4.0,Opal White Pearl Effect,Black,Front-wheel Drive,10.178426272278042
358,2024 Volkswagen Jetta 1.5T SE,Volkswagen,Jetta,New,2024,25923.0,16V GDI DOHC Turbo,4.0,Gasoline,25.0,8-Speed Automatic,1.5T SE,Sedan,4.0,Opal White Pearl Effect,Black,Front-wheel Drive,10.162885884509508
505,2024 Volkswagen Jetta 1.5T S,Volkswagen,Jetta,New,2024,22260.0,16V GDI DOHC Turbo,4.0,Gasoline,28.0,8-Speed Automatic,1.5T S,Sedan,4.0,Pyrite Silver Metallic,Titan Black,Front-wheel Drive,10.010546624829535
593,2024 Volkswagen Jetta 1.5T SEL,Volkswagen,Jetta,New,2024,29374.0,16V GDI DOHC Turbo,4.0,Gasoline,28.0,8-Speed Automatic,1.5T SEL,Sedan,4.0,Opal White Pearl Effect,Volcano Brown,Front-wheel Drive,10.287865208313807
913,2024 Subaru Impreza Sport,Subaru,Impreza,New,2024,29068.0,16V GDI DOHC,4.0,Gasoline,5.0,Automatic CVT,Sport,Hatchback,4.0,Pure Red,Black,All-wheel Drive,10.277393191736527
946,2024 Subaru Impreza RS,Subaru,Impreza,New,2024,32098.0,16V GDI DOHC,4.0,Gasoline,5.0,Automatic CVT,RS,Hatchback,4.0,Crystal Black Silica,Black,All-wheel Drive,10.376549001881102
110,2024 Hyundai IONIQ 6 SEL,Hyundai,IONIQ 6,New,2024,45005.0,c,0.0,Electric,12.0,Automatic,SEL,Sedan,4.0,White,Black,Rear-wheel Drive,10.714528873691185
390,2024 Hyundai IONIQ 6 SEL,Hyundai,IONIQ 6,New,2024,48510.0,c,0.0,Electric,12.0,Automatic,SEL,Sedan,4.0,White,Gray,All-wheel Drive,10.789525241239263
514,2024 Hyundai IONIQ 6 SEL,Hyundai,IONIQ 6,New,2024,50945.0,c,0.0,Electric,1.0,Automatic,SEL,Sedan,4.0,White,Black,All-wheel Drive,10.838501898408385
223,2024 Hyundai IONIQ 6 SE,Hyundai,IONIQ 6,New,2024,50850.0,;,0.0,Electric,10.0,Automatic,SE,Sedan,4.0,Serenity White,Black,All-wheel Drive,10.836635401476705
49,2024 Hyundai IONIQ 5 SE Standard Range,Hyundai,IONIQ 5,New,2024,44195.0,c,0.0,Electric,14.0,1-Speed Automatic,SE Standard Range,SUV,4.0,Atlas,Gray,Rear-wheel Drive,10.696366939495048
62,2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,New,2024,55365.0,c,0.0,Electric,10.0,1-Speed Automatic,Limited,SUV,4.0,Cyber Gray,Black,Rear-wheel Drive,10.921702904132209
68,2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,New,2024,42015.0,c,0.0,Electric,7.0,1-Speed Automatic,SE,SUV,4.0,Black,Black,All-wheel Drive,10.645781976362318
131,2024 Hyundai IONIQ 5 Disney100 Platinum Edition,Hyundai,IONIQ 5,New,2024,61775.0,c,0.0,Electric,12.0,Automatic,Disney100 Platinum Edition,SUV,4.0,Gold,Gray,All-wheel Drive,11.031254030856811
192,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,49795.0,c,0.0,Electric,4.0,1-Speed Automatic,SEL,SUV,4.0,Atlas,Gray,Rear-wheel Drive,10.81566985636574
209,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,52905.0,c,0.0,Electric,12.0,1-Speed Automatic,SEL,SUV,4.0,Blue,Black,All-wheel Drive,10.876253131338261
218,2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,New,2024,42201.0,c,0.0,Electric,8.0,Automatic,SEL,SUV,4.0,Gold,Gray,Rear-wheel Drive,10.650199196425806
239,2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,New,2024,42466.0,c,0.0,Electric,16.0,1-Speed Automatic,SE,SUV,4.0,Atlas,Gray,All-wheel Drive,10.656459034741738
